"sourceRoute"	"finalDisposition"	"finalTarget"	"evidence"
"taglayer/add-tag"	"custom_cli"	"vm_auto_taglayer_add_tag"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'taglayer/add-tag' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_taglayer_add_tag' without an MCP transport."
"taglayer/info"	"custom_cli"	"vm_auto_taglayer_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'taglayer/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_taglayer_info' without an MCP transport."
"taglayer/set-layer"	"custom_cli"	"vm_auto_taglayer_set_layer"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'taglayer/set-layer' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_taglayer_set_layer' without an MCP transport."
"taglayer/set-static"	"custom_cli"	"vm_auto_taglayer_set_static"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'taglayer/set-static' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_taglayer_set_static' without an MCP transport."
"taglayer/set-tag"	"custom_cli"	"vm_auto_taglayer_set_tag"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'taglayer/set-tag' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_taglayer_set_tag' without an MCP transport."
"terrain/add-detail-prototype"	"custom_cli"	"vm_auto_terrain_add_detail_prototype"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/add-detail-prototype' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_add_detail_prototype' without an MCP transport."
"terrain/add-layer"	"custom_cli"	"vm_auto_terrain_add_layer"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/add-layer' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_add_layer' without an MCP transport."
"terrain/add-tree-prototype"	"custom_cli"	"vm_auto_terrain_add_tree_prototype"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/add-tree-prototype' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_add_tree_prototype' without an MCP transport."
"terrain/clear-detail"	"custom_cli"	"vm_auto_terrain_clear_detail"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/clear-detail' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_clear_detail' without an MCP transport."
"terrain/clear-trees"	"custom_cli"	"vm_auto_terrain_clear_trees"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/clear-trees' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_clear_trees' without an MCP transport."
"terrain/create"	"custom_cli"	"vm_auto_terrain_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_create' without an MCP transport."
"terrain/create-grid"	"custom_cli"	"vm_auto_terrain_create_grid"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/create-grid' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_create_grid' without an MCP transport."
"terrain/export-heightmap"	"custom_cli"	"vm_auto_terrain_export_heightmap"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/export-heightmap' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_export_heightmap' without an MCP transport."
"terrain/fill-layer"	"custom_cli"	"vm_auto_terrain_fill_layer"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/fill-layer' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_fill_layer' without an MCP transport."
"terrain/flatten"	"custom_cli"	"vm_auto_terrain_flatten"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/flatten' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_flatten' without an MCP transport."
"terrain/get-height"	"custom_cli"	"vm_auto_terrain_get_height"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/get-height' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_get_height' without an MCP transport."
"terrain/get-heights-region"	"custom_cli"	"vm_auto_terrain_get_heights_region"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/get-heights-region' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_get_heights_region' without an MCP transport."
"terrain/get-steepness"	"custom_cli"	"vm_auto_terrain_get_steepness"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/get-steepness' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_get_steepness' without an MCP transport."
"terrain/get-tree-instances"	"custom_cli"	"vm_auto_terrain_get_tree_instances"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/get-tree-instances' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_get_tree_instances' without an MCP transport."
"terrain/import-heightmap"	"custom_cli"	"vm_auto_terrain_import_heightmap"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/import-heightmap' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_import_heightmap' without an MCP transport."
"terrain/info"	"custom_cli"	"vm_auto_terrain_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_info' without an MCP transport."
"terrain/list"	"custom_cli"	"vm_auto_terrain_list"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/list' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_list' without an MCP transport."
"terrain/noise"	"custom_cli"	"vm_auto_terrain_noise"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/noise' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_noise' without an MCP transport."
"terrain/paint-detail"	"custom_cli"	"vm_auto_terrain_paint_detail"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/paint-detail' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_paint_detail' without an MCP transport."
"terrain/paint-layer"	"custom_cli"	"vm_auto_terrain_paint_layer"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/paint-layer' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_paint_layer' without an MCP transport."
"terrain/place-trees"	"custom_cli"	"vm_auto_terrain_place_trees"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/place-trees' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_place_trees' without an MCP transport."
"terrain/raise-lower"	"custom_cli"	"vm_auto_terrain_raise_lower"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/raise-lower' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_raise_lower' without an MCP transport."
"terrain/remove-layer"	"custom_cli"	"vm_auto_terrain_remove_layer"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/remove-layer' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_remove_layer' without an MCP transport."
"terrain/remove-tree-prototype"	"custom_cli"	"vm_auto_terrain_remove_tree_prototype"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/remove-tree-prototype' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_remove_tree_prototype' without an MCP transport."
"terrain/resize"	"custom_cli"	"vm_auto_terrain_resize"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/resize' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_resize' without an MCP transport."
"terrain/scatter-detail"	"custom_cli"	"vm_auto_terrain_scatter_detail"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/scatter-detail' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_scatter_detail' without an MCP transport."
"terrain/set-height"	"custom_cli"	"vm_auto_terrain_set_height"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/set-height' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_set_height' without an MCP transport."
"terrain/set-heights-region"	"custom_cli"	"vm_auto_terrain_set_heights_region"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/set-heights-region' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_set_heights_region' without an MCP transport."
"terrain/set-holes"	"custom_cli"	"vm_auto_terrain_set_holes"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/set-holes' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_set_holes' without an MCP transport."
"terrain/set-neighbors"	"custom_cli"	"vm_auto_terrain_set_neighbors"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/set-neighbors' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_set_neighbors' without an MCP transport."
"terrain/set-settings"	"custom_cli"	"vm_auto_terrain_set_settings"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/set-settings' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_set_settings' without an MCP transport."
"terrain/smooth"	"custom_cli"	"vm_auto_terrain_smooth"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'terrain/smooth' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_terrain_smooth' without an MCP transport."
"testing/get-job"	"custom_cli"	"vm_auto_testing_get_job"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'testing/get-job' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_testing_get_job' without an MCP transport."
"testing/get-package-job"	"custom_cli"	"vm_auto_testing_get_package_job"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'testing/get-package-job' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_testing_get_package_job' without an MCP transport."
"testing/list-tests"	"custom_cli"	"vm_auto_testing_list_tests"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'testing/list-tests' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_testing_list_tests' without an MCP transport."
"testing/run-package-tests"	"custom_cli"	"vm_auto_testing_run_package_tests"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'testing/run-package-tests' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_testing_run_package_tests' without an MCP transport."
"testing/run-tests"	"custom_cli"	"vm_auto_testing_run_tests"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'testing/run-tests' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_testing_run_tests' without an MCP transport."
"textcore/sprite-asset/upsert-images"	"custom_cli"	"vm_auto_textcore_sprite_asset_upsert_images"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'textcore/sprite-asset/upsert-images' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_textcore_sprite_asset_upsert_images' without an MCP transport."
"textmeshpro/font-asset/upsert-bitmap-glyphs"	"custom_cli"	"vm_auto_textmeshpro_font_asset_upsert_bitmap_glyphs"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'textmeshpro/font-asset/upsert-bitmap-glyphs' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_textmeshpro_font_asset_upsert_bitmap_glyphs' without an MCP transport."
"texture/apply-sprite-preset"	"custom_cli"	"vm_auto_texture_apply_sprite_preset"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'texture/apply-sprite-preset' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_texture_apply_sprite_preset' without an MCP transport."
"texture/check-import-settings"	"custom_cli"	"vm_auto_texture_check_import_settings"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'texture/check-import-settings' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_texture_check_import_settings' without an MCP transport."
"texture/check-ui-import-settings"	"custom_cli"	"vm_auto_texture_check_ui_import_settings"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'texture/check-ui-import-settings' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_texture_check_ui_import_settings' without an MCP transport."
"texture/find-duplicates"	"custom_cli"	"vm_auto_texture_find_duplicates"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'texture/find-duplicates' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_texture_find_duplicates' without an MCP transport."
"texture/import-image"	"custom_cli"	"vm_auto_texture_import_image"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'texture/import-image' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_texture_import_image' without an MCP transport."
"texture/info"	"custom_cli"	"vm_auto_texture_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'texture/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_texture_info' without an MCP transport."
"texture/reimport"	"custom_cli"	"vm_auto_texture_reimport"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'texture/reimport' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_texture_reimport' without an MCP transport."
"texture/set-import"	"custom_cli"	"vm_auto_texture_set_import"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'texture/set-import' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_texture_set_import' without an MCP transport."
"timeline/info"	"custom_cli"	"vm_auto_timeline_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'timeline/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_timeline_info' without an MCP transport."
"timeline/transaction"	"custom_cli"	"vm_auto_timeline_transaction"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'timeline/transaction' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_timeline_transaction' without an MCP transport."
"ui/create-canvas"	"custom_cli"	"vm_auto_ui_create_canvas"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'ui/create-canvas' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_ui_create_canvas' without an MCP transport."
"ui/create-element"	"custom_cli"	"vm_auto_ui_create_element"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'ui/create-element' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_ui_create_element' without an MCP transport."
"ui/info"	"custom_cli"	"vm_auto_ui_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'ui/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_ui_info' without an MCP transport."
"ui/set-image"	"custom_cli"	"vm_auto_ui_set_image"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'ui/set-image' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_ui_set_image' without an MCP transport."
"ui/set-text"	"custom_cli"	"vm_auto_ui_set_text"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'ui/set-text' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_ui_set_text' without an MCP transport."
"uitoolkit/assert-layout"	"custom_cli"	"vm_auto_uitoolkit_assert_layout"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/assert-layout' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_assert_layout' without an MCP transport."
"uitoolkit/asset-inspect"	"custom_cli"	"vm_auto_uitoolkit_asset_inspect"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/asset-inspect' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_asset_inspect' without an MCP transport."
"uitoolkit/audit-uss-styles"	"custom_cli"	"vm_auto_uitoolkit_audit_uss_styles"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/audit-uss-styles' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_audit_uss_styles' without an MCP transport."
"uitoolkit/audit-uxml-layout"	"custom_cli"	"vm_auto_uitoolkit_audit_uxml_layout"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/audit-uxml-layout' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_audit_uxml_layout' without an MCP transport."
"uitoolkit/authoring-transaction"	"custom_cli"	"vm_auto_uitoolkit_authoring_transaction"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/authoring-transaction' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_authoring_transaction' without an MCP transport."
"uitoolkit/builder-preview"	"custom_cli"	"vm_auto_uitoolkit_builder_preview"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/builder-preview' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_builder_preview' without an MCP transport."
"uitoolkit/capture-element"	"custom_cli"	"vm_auto_uitoolkit_capture_element"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/capture-element' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_capture_element' without an MCP transport."
"uitoolkit/compare-element"	"custom_cli"	"vm_auto_uitoolkit_compare_element"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/compare-element' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_compare_element' without an MCP transport."
"uitoolkit/diagnose-runtime"	"custom_cli"	"vm_auto_uitoolkit_diagnose_runtime"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/diagnose-runtime' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_diagnose_runtime' without an MCP transport."
"uitoolkit/edit-uss"	"custom_cli"	"vm_auto_uitoolkit_edit_uss"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/edit-uss' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_edit_uss' without an MCP transport."
"uitoolkit/edit-uxml"	"custom_cli"	"vm_auto_uitoolkit_edit_uxml"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/edit-uxml' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_edit_uxml' without an MCP transport."
"uitoolkit/generated-children"	"custom_cli"	"vm_auto_uitoolkit_generated_children"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/generated-children' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_generated_children' without an MCP transport."
"uitoolkit/locate-element"	"custom_cli"	"vm_auto_uitoolkit_locate_element"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/locate-element' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_locate_element' without an MCP transport."
"uitoolkit/query"	"custom_cli"	"vm_auto_uitoolkit_query"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/query' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_query' without an MCP transport."
"uitoolkit/refresh"	"custom_cli"	"vm_auto_uitoolkit_refresh"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/refresh' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_refresh' without an MCP transport."
"uitoolkit/repaint"	"custom_cli"	"vm_auto_uitoolkit_repaint"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/repaint' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_repaint' without an MCP transport."
"uitoolkit/resource-audit"	"custom_cli"	"vm_auto_uitoolkit_resource_audit"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/resource-audit' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_resource_audit' without an MCP transport."
"uitoolkit/runtime-documents"	"custom_cli"	"vm_auto_uitoolkit_runtime_documents"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/runtime-documents' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_runtime_documents' without an MCP transport."
"uitoolkit/runtime-query"	"custom_cli"	"vm_auto_uitoolkit_runtime_query"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/runtime-query' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_runtime_query' without an MCP transport."
"uitoolkit/runtime-repaint"	"custom_cli"	"vm_auto_uitoolkit_runtime_repaint"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/runtime-repaint' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_runtime_repaint' without an MCP transport."
"uitoolkit/runtime-style"	"custom_cli"	"vm_auto_uitoolkit_runtime_style"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/runtime-style' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_runtime_style' without an MCP transport."
"uitoolkit/runtime-tree"	"custom_cli"	"vm_auto_uitoolkit_runtime_tree"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/runtime-tree' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_runtime_tree' without an MCP transport."
"uitoolkit/style"	"custom_cli"	"vm_auto_uitoolkit_style"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/style' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_style' without an MCP transport."
"uitoolkit/tree"	"custom_cli"	"vm_auto_uitoolkit_tree"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/tree' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_tree' without an MCP transport."
"uitoolkit/visual-check"	"custom_cli"	"vm_auto_uitoolkit_visual_check"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/visual-check' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_visual_check' without an MCP transport."
"uitoolkit/windows"	"custom_cli"	"vm_auto_uitoolkit_windows"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'uitoolkit/windows' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_uitoolkit_windows' without an MCP transport."
"undo/clear"	"custom_cli"	"vm_auto_undo_clear"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'undo/clear' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_undo_clear' without an MCP transport."
"undo/history"	"custom_cli"	"vm_auto_undo_history"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'undo/history' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_undo_history' without an MCP transport."
"undo/perform"	"custom_cli"	"vm_auto_undo_perform"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'undo/perform' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_undo_perform' without an MCP transport."
"undo/redo"	"custom_cli"	"vm_auto_undo_redo"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'undo/redo' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_undo_redo' without an MCP transport."
"vfxgraph/bake"	"custom_cli"	"vm_auto_vfxgraph_bake"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'vfxgraph/bake' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_vfxgraph_bake' without an MCP transport."
"vfxgraph/catalog"	"custom_cli"	"vm_auto_vfxgraph_catalog"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'vfxgraph/catalog' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_vfxgraph_catalog' without an MCP transport."
"vfxgraph/component-control"	"custom_cli"	"vm_auto_vfxgraph_component_control"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'vfxgraph/component-control' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_vfxgraph_component_control' without an MCP transport."
"vfxgraph/component-info"	"custom_cli"	"vm_auto_vfxgraph_component_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'vfxgraph/component-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_vfxgraph_component_info' without an MCP transport."
"vfxgraph/component-transaction"	"custom_cli"	"vm_auto_vfxgraph_component_transaction"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'vfxgraph/component-transaction' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_vfxgraph_component_transaction' without an MCP transport."
"vfxgraph/create"	"custom_cli"	"vm_auto_vfxgraph_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'vfxgraph/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_vfxgraph_create' without an MCP transport."
"vfxgraph/info"	"custom_cli"	"vm_auto_vfxgraph_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'vfxgraph/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_vfxgraph_info' without an MCP transport."
